LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUT,Austria,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,80.0,,
BEL,Belgium,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,86.0,,
CAN,Canada,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,95.0,,
CZE,Czech Republic,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,77.0,,
DNK,Denmark,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,83.0,,
FIN,Finland,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,77.0,,
FRA,France,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,74.0,,
DEU,Germany,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,77.0,,
GRC,Greece,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,83.0,,
HUN,Hungary,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,69.0,,
ISL,Iceland,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,82.0,,
IRL,Ireland,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,91.0,,
ITA,Italy,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,74.0,,
JPN,Japan,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,35.0,,
KOR,Korea,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,42.0,,
LUX,Luxembourg,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,80.0,,
MEX,Mexico,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,79.0,E,Estimated value
NLD,Netherlands,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,84.0,,
NZL,New Zealand,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,94.0,,
NOR,Norway,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,85.0,,
POL,Poland,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,69.0,,
PRT,Portugal,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,62.0,,
SVK,Slovak Republic,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,78.0,,
ESP,Spain,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,81.0,,
SWE,Sweden,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,89.0,,
CHE,Switzerland,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,89.0,,
TUR,Turkey,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,76.0,,
GBR,United Kingdom,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,89.0,,
USA,United States,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,96.0,,
BRA,Brazil,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,82.0,E,Estimated value
CHL,Chile,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,72.0,,
EST,Estonia,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,78.0,,
ISR,Israel,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,96.0,,
RUS,Russia,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,48.0,E,Estimated value
SVN,Slovenia,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,76.0,,
OECD,OECD - Total,HS_SFRH,Self-reported health,L,Value,HGH,High,PC,Percentage,0,units,,,70.0,,
AUS,Australia,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,76.0,E,Estimated value
AUT,Austria,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,60.0,,
BEL,Belgium,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,58.0,,
CAN,Canada,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,79.0,,
CZE,Czech Republic,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,48.0,,
DNK,Denmark,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,67.0,,
FIN,Finland,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,49.0,,
FRA,France,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,62.0,,
DEU,Germany,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,52.0,,
GRC,Greece,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,76.0,,
HUN,Hungary,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,53.0,,
ISL,Iceland,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,73.0,,
IRL,Ireland,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,77.0,,
ITA,Italy,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,63.0,,
JPN,Japan,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,24.0,,
KOR,Korea,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,31.0,,
LUX,Luxembourg,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,67.0,,
MEX,Mexico,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,58.0,E,Estimated value
NLD,Netherlands,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,66.0,,
NZL,New Zealand,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,87.0,,
NOR,Norway,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,68.0,,
POL,Poland,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,54.0,,
PRT,Portugal,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,40.0,,
SVK,Slovak Republic,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,60.0,,
ESP,Spain,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,69.0,,
SWE,Sweden,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,70.0,,
CHE,Switzerland,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,69.0,,
TUR,Turkey,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,61.0,,
GBR,United Kingdom,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,64.0,,
USA,United States,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,75.0,,
BRA,Brazil,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,61.0,E,Estimated value
CHL,Chile,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,54.0,,
EST,Estonia,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,39.0,,
ISR,Israel,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,84.0,,
RUS,Russia,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,30.0,E,Estimated value
SVN,Slovenia,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,52.0,,
OECD,OECD - Total,HS_SFRH,Self-reported health,L,Value,LW,Low,PC,Percentage,0,units,,,54.0,,
AUS,Australia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.3,,
AUT,Austria,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,6.9,,
BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,6.9,,
CAN,Canada,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.3,,
CZE,Czech Republic,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,6.5,,
DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.5,,
FIN,Finland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.4,,
FRA,France,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,6.5,,
DEU,Germany,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.0,,
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,4.8,,
HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,4.9,,
ISL,Iceland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.5,,
IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.0,,
ITA,Italy,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,6.0,,
JPN,Japan,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,5.9,,
KOR,Korea,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,5.8,,
LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,6.9,,
MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,6.7,,
NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.3,,
NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.3,,
NOR,Norway,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.4,,
POL,Poland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,5.8,,
PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,5.1,,
SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,6.1,,
ESP,Spain,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,6.5,,
SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.2,,
CHE,Switzerland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.5,,
TUR,Turkey,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,5.6,,
GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,6.8,,
USA,United States,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.2,,
BRA,Brazil,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.0,,
CHL,Chile,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,6.7,,
EST,Estonia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,5.6,,
ISR,Israel,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,7.4,,
RUS,Russia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,6.0,,
SVN,Slovenia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,5.7,,
OECD,OECD - Total,SW_LIFS,Life satisfaction,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,6.6,,
AUS,Australia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,7.2,,
AUT,Austria,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,6.9,,
BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,6.8,,
CAN,Canada,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,7.3,,
CZE,Czech Republic,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,6.5,,
DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,7.6,,
FIN,Finland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,7.2,,
FRA,France,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,6.4,,
DEU,Germany,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,6.9,,
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,4.6,,
HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,5.1,,
ISL,Iceland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,7.4,,
IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,7.0,,
ITA,Italy,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,6.2,,
JPN,Japan,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,5.7,,
KOR,Korea,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,5.5,,
LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,6.9,,
MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,6.6,,
NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,7.3,,
NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,7.3,,
NOR,Norway,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,7.3,,
POL,Poland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,5.7,,
PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,5.1,,
SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,6.1,,
ESP,Spain,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,6.4,,
SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,7.2,,
CHE,Switzerland,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,7.5,,
TUR,Turkey,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,5.4,,
GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,6.8,,
USA,United States,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,7.1,,
BRA,Brazil,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,7.0,,
CHL,Chile,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,6.7,,
EST,Estonia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,5.6,,
ISR,Israel,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,7.5,,
RUS,Russia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,6.1,,
SVN,Slovenia,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,5.7,,
OECD,OECD - Total,SW_LIFS,Life satisfaction,L,Value,MN,Men,AVSCORE,Average score,0,units,,,6.5,,
AUS,Australia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.4,,
AUT,Austria,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.0,,
BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,6.9,,
CAN,Canada,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.3,,
CZE,Czech Republic,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,6.5,,
DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.5,,
FIN,Finland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.5,,
FRA,France,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,6.5,,
DEU,Germany,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.0,,
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,4.9,,
HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,4.8,,
ISL,Iceland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.6,,
IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.0,,
ITA,Italy,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,5.9,,
JPN,Japan,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,6.1,,
KOR,Korea,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,6.0,,
LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,6.9,,
MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,6.8,,
NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.3,,
NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.3,,
NOR,Norway,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.6,,
POL,Poland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,5.8,,
PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,5.1,,
SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,6.2,,
ESP,Spain,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,6.5,,
SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.2,,
CHE,Switzerland,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.5,,
TUR,Turkey,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,5.8,,
GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,6.8,,
USA,United States,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.2,,
BRA,Brazil,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.0,,
CHL,Chile,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,6.8,,
EST,Estonia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,5.6,,
ISR,Israel,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,7.3,,
RUS,Russia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,6.0,,
SVN,Slovenia,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,5.6,,
OECD,OECD - Total,SW_LIFS,Life satisfaction,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,6.6,,
AUS,Australia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.4,,
AUT,Austria,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.6,,
BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.2,,
CAN,Canada,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.6,,
CZE,Czech Republic,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.2,,
DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.7,,
FIN,Finland,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.9,,
FRA,France,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.2,,
DEU,Germany,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.4,,
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,5.9,,
HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,6.1,,
ISL,Iceland,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.8,,
IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.2,,
ITA,Italy,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,6.6,,
JPN,Japan,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,6.3,,
KOR,Korea,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,6.3,,
LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.4,,
MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.7,,
NLD,Netherlands,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.6,,
NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.5,,
NOR,Norway,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.7,,
POL,Poland,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,6.7,,
PRT,Portugal,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,6.2,,
SVK,Slovak Republic,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,6.8,,
ESP,Spain,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.1,,
SWE,Sweden,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.5,,
CHE,Switzerland,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.8,,
TUR,Turkey,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,6.1,,
GBR,United Kingdom,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.1,,
USA,United States,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.5,,
CHL,Chile,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.7,,
EST,Estonia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,6.1,,
ISR,Israel,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.5,,
RUS,Russia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,6.3,,
SVN,Slovenia,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,0.0,,
OECD,OECD - Total,SW_LIFS,Life satisfaction,L,Value,HGH,High,AVSCORE,Average score,0,units,,,7.0,,
AUS,Australia,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,7.2,,
AUT,Austria,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,6.9,,
CAN,Canada,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,6.9,,
CZE,Czech Republic,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,6.3,,
FIN,Finland,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,7.0,,
FRA,France,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,6.4,,
DEU,Germany,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,6.6,,
GRC,Greece,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,3.5,,
HUN,Hungary,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,4.5,,
ISL,Iceland,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,7.4,,
IRL,Ireland,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,6.8,,
ITA,Italy,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,5.7,,
JPN,Japan,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,5.6,,
KOR,Korea,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,5.0,,
LUX,Luxembourg,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,6.6,,
MEX,Mexico,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,6.1,,
NZL,New Zealand,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,7.1,,
NOR,Norway,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,7.3,,
POL,Poland,SW_LIFS,Life satisfaction,L,Value,LW,Low,AVSCORE,Average score,0,units,,,4.8,,
